word,SUBTLwf,nLet,nSyll,nPhon,coltNOrth,coltNPhon,old20,pld20,posBigram,isHomograph,isHomophone,WNsensecount
accounting,4.50980392156863,10,3,7,0,0,2.7,2.05,484,1,0,9
accounts,10.4705882352941,8,2,6,0,1,2.65,2.4,134,0,0,14
accuracy,1.49019607843137,8,4,7,0,0,3.6,3.5,113,0,0,2
accurate,7.84313725490196,8,3,6,0,0,2.75,2.75,175,0,0,2
accurately,1.13725490196078,10,4,8,0,0,3.9,3.8,213,0,0,2
accusation,2.80392156862745,10,4,9,0,0,2.95,2.7,496,1,0,2
accusations,3,11,4,10,0,0,3.45,3.1,176,1,0,2
accuse,5.68627450980392,6,2,5,0,2,2.25,1.7,67,0,0,2
accused,13.0588235294118,7,2,6,0,2,2.35,1.95,383,0,0,3
accusing,4.94117647058824,8,3,7,0,2,2.6,2.4,783,0,0,3
accustomed,2.92156862745098,10,3,8,0,0,3.65,2.7,171,0,0,3
ace,14.7254901960784,3,1,2,11,16,1,1,4,0,0,11
aces,3.96078431372549,4,2,4,4,0,1.4,1.55,28,0,0,10
ache,2.49019607843137,4,1,2,2,12,1.65,1,9,0,0,4
aches,1.50980392156863,5,1,3,2,9,1.7,1.3,168,0,0,4
achieve,7.33333333333333,7,2,4,0,0,2.65,2.3,66,0,0,1
achieved,4.29411764705882,8,2,5,0,0,2.75,2.7,352,0,0,1
achievement,3.49019607843137,11,3,8,0,0,4.5,3.5,115,0,0,1
achievements,1.07843137254902,12,3,9,0,0,4.7,3.6,74,0,0,1
aching,2.05882352941176,6,2,4,1,3,1.9,1.55,285,0,0,5
acid,9.96078431372549,4,2,4,0,2,1.7,1.85,18,0,0,5
acknowledge,6.13725490196078,11,3,7,0,0,4.35,3.4,24,1,0,6
acknowledged,1.96078431372549,12,3,8,0,0,4.6,3.5,41,1,0,8
acme,1.25490196078431,4,2,4,2,0,1.8,1.95,25,0,0,2
acquaintance,5.35294117647059,12,3,9,0,0,5.3,3.85,49,0,0,3
acquainted,4.52941176470588,10,3,8,0,0,3.5,2.75,201,1,0,4
acquire,2.64705882352941,7,3,5,0,0,2.55,1.8,87,0,0,7
acquired,4.47058823529412,8,3,6,0,0,2.6,2.25,366,0,0,8
acquisition,1.45098039215686,11,4,9,0,0,3.55,3,332,0,0,4
acquitted,1.52941176470588,9,3,7,0,0,3.2,2.3,390,1,0,3
acre,1.82352941176471,4,2,3,2,2,1.7,1.6,39,0,0,3
acres,4.58823529411765,5,2,4,1,1,1.8,1.85,195,0,0,4
across,94.1372549019608,6,2,5,0,0,2.15,2.2,70,0,0,2
act,109.117647058824,3,1,3,5,6,1.5,1,3,0,0,15
acted,10.7450980392157,5,2,5,0,1,1.95,1.95,129,1,0,10
acting,52.4509803921569,6,2,5,1,1,1.95,1.95,315,0,0,12
action,61.078431372549,6,2,5,0,2,1.85,1.8,149,0,0,12
actions,12.156862745098,7,2,6,0,0,1.9,1.9,179,0,0,12
activate,4.66666666666667,8,3,7,0,0,2.6,2.75,150,0,0,5
activated,4.31372549019608,9,4,9,0,0,2.7,3,408,1,0,9
active,11.4509803921569,6,2,5,0,1,2.1,2.1,78,0,0,17
activities,8.6078431372549,10,4,9,0,0,3.35,3.5,316,1,0,6
activity,12.8823529411765,8,4,8,0,0,2.55,3,147,1,0,6
actor,26.3333333333333,5,2,4,0,2,1.9,1.75,42,0,0,2
actors,12.6274509803922,6,2,5,0,0,1.9,1.9,127,0,0,2
actress,16.0196078431373,7,2,6,0,0,2.35,2.2,144,0,0,1
actresses,2.25490196078431,9,3,8,0,0,2.65,2.75,258,0,0,1
acts,12.4705882352941,4,1,4,3,3,1.75,1.65,44,1,0,16
actual,17.3333333333333,6,3,7,0,0,2.45,2.65,85,1,0,5
actually,322.333333333333,8,4,8,0,0,2.65,2.9,114,1,0,4
acute,2.94117647058824,5,2,5,0,1,1.95,1.9,51,0,0,7
ad,13.6078431372549,2,1,2,25,17,1,1,1,0,1,2
adapt,2.62745098039216,5,2,5,1,1,1.95,1.9,33,0,0,2
adaptation,1.58823529411765,10,4,9,0,0,3.2,3.55,486,0,0,3
adapted,1.09803921568627,7,3,7,1,1,2.5,2.6,464,1,0,3
add,33.0588235294118,3,1,2,5,17,1.6,1,5,0,1,7
added,9.64705882352941,5,2,4,1,2,1.8,1.5,126,1,0,6
adder,1.43137254901961,5,2,3,1,4,1.8,1.1,156,0,0,3
addict,5.35294117647059,6,2,5,0,0,2.45,1.9,77,1,0,3
addicted,4.52941176470588,8,3,7,0,0,2.75,2.6,425,1,0,2
addiction,3.90196078431373,9,3,7,0,0,2.7,2.2,344,0,0,3
addicts,2.07843137254902,7,2,6,0,0,2.75,2.65,147,1,0,3
adding,4.01960784313725,6,2,4,1,1,1.9,1.55,300,0,0,6
addition,7.74509803921569,8,3,6,1,1,2.35,1.75,310,0,1,6
additional,5.88235294117647,10,4,8,0,0,3.4,2.65,121,1,0,1
address,52.2745098039216,7,2,5,0,0,2.45,2.1,135,1,0,18
addressed,3.80392156862745,9,2,6,1,2,2.55,1.8,377,0,0,11
addresses,3.17647058823529,9,3,7,1,0,2.55,2.5,247,1,0,18
addressing,2.09803921568627,10,3,7,0,0,3.1,2.4,398,0,0,10
adds,3.94117647058824,4,1,3,2,3,1.8,1.45,23,0,1,7
adequate,2.58823529411765,8,3,7,0,0,3.15,2.9,125,1,0,3
adieu,1.84313725490196,5,2,3,0,0,2.45,1.7,35,0,1,1
adios,3.11764705882353,5,3,5,0,0,1.95,2.95,28,0,0,1
adjacent,1.33333333333333,8,3,7,0,0,3.55,3.7,124,0,0,3
adjoining,1.11764705882353,9,3,6,0,0,2.85,2.6,500,0,0,3
adjourn,1.29411764705882,7,2,4,0,0,2.85,2.5,73,0,0,2
adjourned,4.90196078431373,9,2,5,0,0,3.1,2.6,300,0,0,2
adjust,5.62745098039216,6,2,5,0,0,2.45,2.35,68,0,0,5
adjusted,1.80392156862745,8,3,7,0,0,2.7,2.8,413,1,0,9
adjusting,2.37254901960784,9,3,7,0,0,2.9,2.65,599,0,0,5
adjustment,3.09803921568627,10,3,9,0,0,3.4,3.55,169,0,0,5
adjustments,1.3921568627451,11,3,10,0,0,3.7,3.8,91,0,0,5
administer,1.66666666666667,10,4,9,0,0,3.45,3.75,157,0,0,5
administered,1.49019607843137,12,4,10,0,0,4.3,4.25,54,0,0,5
administration,7.58823529411765,14,5,13,0,0,4.3,4.9,68,0,0,6
administrative,1.6078431372549,14,5,13,0,0,6.25,5.15,50,0,0,1
administrator,1.64705882352941,13,5,12,0,0,4.75,4.7,20,0,0,3
admirable,2.6078431372549,9,4,8,0,0,2.6,3.1,148,1,0,2
admiral,16.5686274509804,7,3,6,0,0,2.5,2.75,113,0,0,2
admiration,2.09803921568627,10,4,8,0,0,2.9,2.85,506,0,0,3
admire,14.156862745098,6,2,5,0,0,1.85,2.2,83,0,0,2
admired,3.66666666666667,7,3,6,1,0,2.1,2.45,389,0,0,3
admirer,2.96078431372549,7,3,6,1,0,2.45,2.6,275,0,0,3
admiring,2.76470588235294,8,3,7,0,0,2.8,2.55,805,0,0,2
admission,3.54901960784314,9,3,7,0,0,2.85,2.05,252,1,0,4
admissions,2.17647058823529,10,3,8,0,0,3.1,2.3,130,1,0,4
admit,59.1960784313725,5,2,5,0,0,2,2,32,0,0,8
admits,2.05882352941176,6,2,6,0,0,2.2,2.55,132,0,0,8
admitted,9.15686274509804,8,3,7,0,0,2.65,2.5,420,0,0,8
admitting,3.07843137254902,9,3,7,0,0,2.85,2.55,586,1,0,8
ado,1.50980392156863,3,2,3,3,0,1.7,1.7,4,0,1,1
adolescent,1.84313725490196,10,4,9,0,0,3.55,4.05,156,1,0,5
adopt,4.66666666666667,5,2,5,1,1,1.85,1.85,34,0,0,7
adopted,8.43137254901961,7,3,7,1,1,2.45,2.6,457,0,0,8
adopting,1.17647058823529,8,3,7,0,0,2.75,2.75,870,0,0,7
adoption,4.68627450980392,8,3,7,0,0,2.75,2.8,285,0,0,3
adorable,10.5294117647059,8,4,8,0,0,2.85,2.9,139,0,0,1
adore,7.72549019607843,5,2,4,0,1,1.8,1.75,66,0,0,1
adored,2.45098039215686,6,2,5,1,5,1.85,1.6,350,0,0,2
adores,1.7843137254902,6,2,5,1,1,1.85,1.75,262,0,0,1
adrift,1,6,2,6,0,0,2.45,2.45,63,0,0,4
ads,5.05882352941176,3,1,3,4,3,1.4,1.45,4,0,1,1
adult,14.2941176470588,5,2,5,0,1,1.95,1.9,28,1,0,4
adultery,1.94117647058824,8,4,7,0,0,2.95,3.55,159,0,0,1
adults,9.56862745098039,6,2,6,0,0,2.3,2.4,101,1,0,2
advance,15.9803921568627,7,2,6,0,0,2.6,2.55,98,0,0,20
advanced,8.84313725490196,8,2,7,1,0,2.75,2.7,348,0,0,20
advancement,1.23529411764706,11,3,10,0,0,3.75,3.5,110,0,0,3
advances,2.90196078431373,8,3,8,1,0,2.75,2.75,204,1,0,18
advancing,1.49019607843137,9,3,8,0,0,3.2,2.8,472,0,0,13
advantage,22.0588235294118,9,3,8,0,0,3.5,3.65,103,1,0,4
advantages,2.82352941176471,10,4,10,0,0,3.55,4.45,136,1,0,4
adventure,13.4313725490196,9,3,7,0,0,2.85,3.15,169,1,0,3
adventures,3.6078431372549,10,3,8,0,0,2.95,3.15,152,1,0,3
adventurous,1.2156862745098,11,4,9,0,0,3.95,3.85,60,1,0,1
adversary,1.50980392156863,9,4,8,0,0,3.6,4.15,197,0,0,1
adversity,1.05882352941176,9,4,8,0,0,3,3.65,241,1,0,2
advertise,1.64705882352941,9,3,7,0,0,2.65,3.55,298,0,0,2
advertised,1.01960784313725,10,3,8,0,0,3.25,3.6,218,1,0,3
advertisement,1.19607843137255,13,4,11,0,0,4.5,5.85,61,1,0,1
advertising,7.43137254901961,11,4,9,0,0,3.6,3.7,227,0,0,4
advice,47.9803921568627,6,2,5,1,1,2.3,2.4,96,1,0,1
advise,12.1960784313725,6,2,5,1,1,2.2,1.95,96,1,0,3
advised,5.23529411764706,7,2,6,1,2,2.25,2.5,409,1,0,5
adviser,1.03921568627451,7,3,6,2,1,2.3,2.4,295,0,1,1
advising,1.33333333333333,8,3,7,0,0,2.8,2.5,804,0,0,3
advisor,4.41176470588235,7,3,6,1,1,2.45,2.4,85,1,1,1
advisors,1.29411764705882,8,3,7,1,1,2.85,2.6,170,1,0,1
advisory,1,8,4,7,1,1,2.9,3.3,135,1,0,2
advocate,2.2156862745098,8,3,7,0,0,2.75,2.7,139,1,0,4
aerial,2.52941176470588,6,3,5,1,1,1.9,1.7,163,0,1,4
aerospace,1.07843137254902,9,3,7,0,0,3.85,3.6,106,0,0,1
afar,1.15686274509804,4,2,4,0,1,1.85,1.9,23,0,0,1
affair,29.4509803921569,6,2,4,0,2,2.55,1.75,40,0,0,3
affairs,14.6470588235294,7,2,5,0,0,2.75,1.85,153,0,0,5
affect,11.1372549019608,6,2,5,1,1,2.45,1.9,61,0,1,6
affected,6.76470588235294,8,3,7,0,0,2.65,2.1,403,1,0,8
affecting,2.54901960784314,9,3,7,0,0,2.75,2.15,624,0,0,6
affection,8.45098039215686,9,3,7,0,0,2.65,1.95,349,0,0,1
affectionate,2.25490196078431,12,4,9,0,0,4.4,3.55,36,1,0,1
affections,1.19607843137255,10,3,8,0,0,2.75,2.3,145,0,0,1
affects,4.7843137254902,7,2,6,1,1,2.6,2.1,123,0,0,6
affidavit,1.96078431372549,9,4,8,0,0,4.7,4.6,38,0,0,1
affirmative,4.72549019607843,11,4,8,0,0,4,3.65,242,0,0,4
afflicted,1.27450980392157,9,3,8,0,0,2.95,2.75,427,1,0,4
affliction,1.17647058823529,10,3,8,0,0,2.95,2.6,465,0,0,3
afford,44.4313725490196,6,2,5,0,4,2.5,1.7,79,0,0,4
afloat,1.66666666666667,6,2,5,0,0,2.55,1.95,42,0,0,3
afoot,1.01960784313725,5,2,4,0,0,1.95,1.95,38,0,0,3
afraid,247.666666666667,6,2,5,0,0,2.6,1.95,61,0,0,4
afro,1.11764705882353,4,2,4,0,0,2,1.95,8,0,0,1
aft,3.52941176470588,3,1,3,4,4,1.5,1.4,2,0,0,2
after,682.588235294118,5,2,4,1,1,1.85,1.8,154,0,0,3
afterlife,1.58823529411765,9,3,7,0,0,3.9,4.45,180,0,0,1
aftermath,1.03921568627451,9,3,7,0,0,3.65,4,183,0,0,2
afternoon,91.4901960784314,9,3,7,0,0,3.75,4.35,215,0,0,2
afternoons,1.98039215686275,10,3,8,0,0,4.3,4.75,130,0,0,2
afterward,2.19607843137255,9,3,7,0,0,3.6,3.8,177,0,0,1
afterwards,14,10,3,8,0,0,3.75,4.55,89,0,0,1
again,792.705882352941,5,2,4,0,0,1.95,2,56,1,0,1
against,201.725490196078,7,2,6,0,0,2.9,2.3,109,0,0,0
age,79.1960784313726,3,1,2,10,12,1.1,1.4,3,0,0,8
aged,3.58823529411765,4,1,3,1,2,1.65,1.95,28,1,0,9
agencies,3.2156862745098,8,3,7,0,0,2.9,3.4,194,0,0,5
agency,19.4313725490196,6,3,6,0,1,2.6,2.7,68,0,0,5
agenda,7.31372549019608,6,3,6,0,0,2.6,2.8,56,0,0,2
agent,102.647058823529,5,2,5,0,1,1.9,2.35,52,0,0,6
agents,21.0588235294118,6,2,6,0,0,1.95,2.65,128,0,0,6
ages,11.1176470588235,4,2,4,4,2,1.35,1.6,24,1,0,8
aggravated,1.25490196078431,10,4,9,0,0,3.75,3.15,225,1,0,4
aggravation,1.15686274509804,11,4,9,0,0,3.55,2.75,359,0,0,3
aggression,2.80392156862745,10,3,7,0,1,3,2.4,374,0,0,5
aggressive,7.94117647058824,10,3,7,0,0,3.3,2.55,184,0,0,3
aging,2.56862745098039,5,2,4,0,4,1.8,1.75,107,0,0,6
agitated,2.50980392156863,8,4,8,0,0,2.7,2.75,421,0,0,8
ago,286.117647058824,3,2,3,3,1,1.8,1.85,4,0,0,2
agony,3.74509803921569,5,3,5,0,0,2,1.95,58,0,0,2
agree,64.6666666666667,5,2,4,0,1,1.9,1.85,42,0,0,7
agreeable,1.58823529411765,9,4,8,0,0,3.6,2.85,119,0,0,3
agreed,35.921568627451,6,2,5,1,1,2.1,1.75,330,0,0,8
agreeing,2.07843137254902,8,3,6,0,0,2.8,2.15,748,0,0,7
agreement,17.4901960784314,9,3,8,0,0,3.4,2.9,177,0,0,6
agrees,4.29411764705882,6,2,5,1,1,1.9,1.85,242,0,0,7
agriculture,1.09803921568627,11,4,9,0,0,4.2,5.15,30,0,0,4
ah,206.56862745098,2,1,1,23,20,1.35,1.35,1,0,1,0
ahead,198.333333333333,5,2,4,0,0,1.95,1.9,71,0,0,8
aid,13.9019607843137,3,1,2,12,15,1,1,12,0,1,6
aide,2.01960784313725,4,1,2,7,15,1.35,1,35,0,1,2
aiding,1.05882352941176,6,2,4,5,4,1.6,1.3,313,0,0,2
aids,1.05882352941176,4,1,3,5,4,1.35,1.5,33,0,0,7
aim,14.8627450980392,3,1,2,13,16,1.4,1,13,0,0,11
aimed,1.94117647058824,5,1,3,2,3,1.75,1.55,121,0,0,7
aiming,3.7843137254902,6,2,4,3,3,1.85,1.7,296,0,0,7
aims,1.17647058823529,4,1,3,3,3,1.7,1.55,24,0,0,11
air,139.019607843137,3,1,2,4,22,1.45,1,6,0,1,15
airborne,4.2156862745098,8,2,6,0,0,3.35,2.7,91,0,0,1
aircraft,9.45098039215686,8,2,7,0,0,3.6,3.65,91,0,0,1
airfield,2.31372549019608,8,2,6,0,0,3.1,3,77,0,0,1
airline,6.49019607843137,7,2,5,0,0,2.4,2.35,517,0,0,2
airlines,3.74509803921569,8,2,6,0,0,2.7,2.65,301,0,0,2
airplane,10.921568627451,8,2,6,0,0,2.7,2.75,137,0,0,1
airplanes,3.2156862745098,9,2,7,0,0,3.35,3.45,193,0,0,1
airport,38.0392156862745,7,2,6,0,0,2.7,2.65,89,0,0,1
airports,1.37254901960784,8,2,7,0,0,2.95,3.05,150,0,0,1
airspace,1.6078431372549,8,2,6,0,0,3.1,2.8,114,0,0,2
airstrip,1.11764705882353,8,2,7,0,0,3.45,3.4,95,0,0,1
airtight,1.11764705882353,8,2,5,0,0,2.95,2.85,131,0,0,2
airway,1.62745098039216,6,2,4,0,0,2.3,2.3,52,0,0,4
aisle,7.43137254901961,5,1,2,0,17,1.9,1,51,1,1,3
alarm,29.843137254902,5,2,5,0,0,1.95,2.15,137,0,0,6
alarmed,2.96078431372549,7,2,6,0,2,2,2.35,468,0,0,3
alarming,1.13725490196078,8,3,7,0,0,2.25,2.55,802,0,0,3
alarms,3.07843137254902,6,2,6,0,1,2.05,2.6,121,0,0,6
alas,3.82352941176471,4,2,4,2,2,1.75,1.75,39,0,0,3
albino,1.15686274509804,6,3,6,0,0,2.8,3.15,191,0,0,1
album,10.2352941176471,5,2,5,0,0,2.3,1.9,32,0,0,2
albums,2.33333333333333,6,2,6,0,0,2.6,2.55,41,0,0,2
alcohol,16.5686274509804,7,3,7,0,0,3.35,3.7,33,0,0,2
alcoholic,6.19607843137255,9,4,9,0,0,3.7,4.05,71,0,0,3
alcoholics,1.05882352941176,10,4,10,0,0,4.1,4.65,81,0,0,1
ale,3.96078431372549,3,1,2,12,25,1,1,5,0,0,1
alert,20.6078431372549,5,2,4,0,1,1.85,1.8,72,0,0,7
alerted,1.7843137254902,7,3,6,0,0,2.15,2.2,503,0,0,1
algebra,1.76470588235294,7,3,7,0,0,3.1,4.05,37,0,0,1
alias,4.07843137254902,5,3,5,0,1,1.95,1.95,76,0,0,2
alibi,8.35294117647059,5,3,5,0,0,2.5,3.4,66,0,0,3
alibis,1.13725490196078,6,3,6,0,0,2.65,3.45,75,0,0,3
alien,17.4313725490196,5,3,5,2,1,1.8,1.85,109,0,0,7
aliens,9.62745098039216,6,3,6,0,0,1.9,2.3,142,0,0,5
alignment,1.31372549019608,9,3,8,0,1,2.75,2.65,153,0,0,4
alike,11.3529411764706,5,2,4,2,2,1.85,1.8,85,0,0,3
alimony,2.58823529411765,7,4,7,0,0,2.85,3.65,115,0,0,1
alive,154.470588235294,5,2,4,4,3,1.8,1.85,97,0,0,7
all,5161.86274509804,3,1,2,4,20,1.2,1,6,0,0,3
allegations,2.15686274509804,11,4,9,0,0,3.15,2.55,160,0,0,2
alleged,3.98039215686275,7,2,5,0,1,2.5,2.4,378,0,0,3
allegedly,2.2156862745098,9,4,8,0,0,3.8,3.85,106,0,0,1
allegiance,3.11764705882353,10,3,7,0,0,3.45,2.95,95,0,0,2
allergic,8.09803921568627,8,3,6,0,0,3.2,3.35,145,0,0,2
allergies,2.72549019607843,9,3,6,0,0,3.35,3.25,248,0,0,1
allergy,1.68627450980392,7,3,5,0,0,2.7,2.7,79,0,0,1
alley,16.2941176470588,5,2,3,2,12,1.65,1,75,0,0,2
alleys,1.13725490196078,6,2,4,0,3,1.8,1.4,47,0,0,2
alliance,9.11764705882353,8,3,6,0,1,2.55,2.1,146,0,0,5
allied,2.88235294117647,6,2,4,1,8,1.9,1.6,357,1,0,6
allies,5.09803921568627,6,2,4,1,2,1.85,1.75,269,1,0,6
alligator,3.49019607843137,9,4,7,0,0,3.55,2.9,135,0,0,3
allow,44.3725490196078,5,2,3,1,2,1.5,1.65,51,0,0,10
allowance,5.19607843137255,9,3,6,0,1,3.2,2.65,119,0,0,7
allowed,44.8235294117647,7,2,4,0,3,1.85,1.7,346,0,1,10
allowing,4.90196078431373,8,3,5,0,0,2.1,1.95,739,0,0,10
allows,5.47058823529412,6,2,4,0,2,1.85,1.8,57,0,0,10
alloy,1.01960784313725,5,2,3,2,4,1.7,1.85,50,0,0,4
ally,32.6666666666667,4,2,3,1,6,1.5,1.6,20,1,0,3
almond,1.09803921568627,6,2,5,0,0,2.4,2,93,0,0,2
almonds,1.35294117647059,7,2,7,0,0,2.9,2.75,86,0,0,2
almost,193.274509803922,6,2,6,0,0,2.4,2.85,86,0,0,1
alone,308.529411764706,5,2,4,2,4,1.75,1.6,113,0,0,6
along,182.941176470588,5,2,4,2,0,1.85,1.9,121,0,0,5
alongside,3.76470588235294,9,3,7,0,0,3.85,4.6,90,0,0,1
aloud,1.84313725490196,5,2,4,1,3,1.9,1.7,85,0,1,2
alpha,8.11764705882353,5,2,4,1,1,2.8,1.95,30,0,0,4
alphabet,2.49019607843137,8,3,7,0,0,3.8,3.65,48,0,0,2
already,318.549019607843,7,3,6,0,0,2.9,3.55,81,1,0,1
alright,79.2941176470588,7,2,5,0,0,2.25,2.2,79,0,0,4
also,206.43137254902,4,2,4,2,1,1.95,1.95,13,0,0,1
altar,5.07843137254902,5,2,4,1,0,1.95,1.7,54,0,1,2
alter,4.7843137254902,5,2,4,2,0,1.6,1.7,177,0,1,5
altered,4.47058823529412,7,2,5,0,0,1.95,1.8,427,0,0,8
alternate,3.52941176470588,9,3,7,0,0,2.6,3.4,223,1,0,10
alternative,9.33333333333333,11,4,9,0,0,3.05,4.2,302,0,0,4
alternatives,1.62745098039216,12,4,10,0,0,3.7,4.8,100,0,0,1
although,42.0196078431373,8,2,4,0,1,3.55,2.05,55,0,0,0
altitude,3.88235294117647,8,3,7,2,1,2.6,2.9,119,0,0,3
alto,1.35294117647059,4,2,4,3,0,1.9,1.95,18,0,0,8
altogether,6.41176470588235,10,4,8,0,0,4.75,4.95,81,0,0,4
aluminum,2.25490196078431,8,4,8,0,0,3.6,3.55,112,0,0,1
alumni,1.74509803921569,6,3,6,0,0,2.9,3.9,41,0,0,1
always,655.254901960784,6,2,5,0,0,2.25,2.55,44,1,0,5
am,1106.62745098039,2,1,2,25,18,1,1,1,1,0,16
amateur,6.54901960784314,7,3,5,0,0,2.9,2.15,109,1,0,4
amateurs,3.45098039215686,8,3,6,0,0,2.95,2.35,140,1,0,2
amaze,1.6078431372549,5,2,4,0,0,1.9,1.8,29,0,0,2
amazed,5.11764705882353,6,2,5,0,0,2.25,1.95,302,0,0,3
amazing,81.7058823529412,7,3,6,0,0,2.2,2,746,0,0,4
amazingly,1.7843137254902,9,4,8,0,0,3.45,3.35,105,0,0,1
ambassador,13.5098039215686,10,4,8,0,0,4.7,3.7,43,0,0,2
amber,9.27450980392157,5,2,4,0,0,1.85,1.8,132,0,0,3
ambition,5.35294117647059,8,3,7,0,1,2.75,2.7,288,0,0,3
ambitions,1.82352941176471,9,3,8,1,0,2.75,2.8,182,0,0,3
ambitious,4.76470588235294,9,3,7,1,1,3.35,2.85,166,0,0,2
ambulance,22.4117647058824,9,3,9,0,0,3.2,3.15,137,0,0,1
ambulances,1.25490196078431,10,4,11,0,0,3.55,4.55,123,1,0,1
ambush,5.43137254901961,6,2,5,0,0,2.65,2.7,43,0,0,3
ambushed,2.13725490196078,8,2,6,0,0,2.75,2.85,344,0,0,2
amendment,4.09803921568627,9,3,9,0,0,3.4,3.05,142,0,0,2
amigo,5.07843137254902,5,3,5,0,0,2.55,2.75,31,0,0,1
ammo,5.37254901960784,4,2,3,0,2,2,1.7,13,0,0,1
ammonia,1.49019607843137,7,3,6,0,0,2.95,2.85,67,0,0,2
ammunition,5.88235294117647,10,4,9,0,0,3.5,3.45,430,0,0,3
amnesia,3.70588235294118,7,3,6,0,0,3,3.1,57,0,0,1
amnesty,1.33333333333333,7,3,7,0,0,2.9,2.9,88,0,0,4
among,33.9019607843137,5,2,4,1,0,1.95,1.95,69,0,0,0
amongst,7.13725490196078,7,2,6,0,0,2.85,2.85,90,0,0,0
amount,24.7450980392157,6,2,5,0,1,2.15,2.25,73,0,0,7
amounts,3.54901960784314,7,2,6,0,1,2.45,2.5,131,0,0,7
amp,1.82352941176471,3,1,3,1,1,1.45,1.45,3,0,0,2
ample,1.82352941176471,5,2,5,1,0,1.8,1.8,48,0,0,3
amulet,2.31372549019608,6,3,7,0,0,2.3,2.8,169,0,0,1
amuse,2.6078431372549,5,2,5,1,1,1.85,1.8,74,0,0,2
amused,2.50980392156863,6,2,6,1,2,1.85,2.1,350,0,0,3
amusement,3.74509803921569,9,3,9,0,0,3,3.6,169,0,0,2
amusing,9.19607843137255,7,3,7,1,2,2.2,2.3,803,0,0,4
an,1864.13725490196,2,1,2,21,19,1,1,1,1,1,1
anal,2.70588235294118,4,2,4,0,2,1.9,1.9,25,0,0,2
analogy,1.13725490196078,7,4,7,0,0,2.9,2.8,96,0,0,3
analysis,11.0392156862745,8,4,8,1,0,2.7,3.4,67,1,0,6
analyst,3.47058823529412,7,3,7,0,0,2.65,2.55,114,1,0,3
analysts,1.09803921568627,8,3,8,1,0,2.7,2.85,124,1,0,3
analyze,3.23529411764706,7,3,6,0,0,2.5,2.4,67,0,0,4
analyzed,2.15686274509804,8,3,7,0,0,2.4,2.65,322,0,0,5
analyzing,1.82352941176471,9,4,8,0,0,3.4,3.15,445,0,0,4
anarchy,2.01960784313725,7,3,5,0,0,2.8,2.7,107,0,0,1
anatomy,3.19607843137255,7,4,7,0,0,2.85,2.8,98,0,0,3
ancestor,1.68627450980392,8,3,7,0,0,2.8,2.7,150,0,0,1
ancestors,5.47058823529412,9,3,8,0,0,3.05,3,217,0,0,1
anchor,7.41176470588235,6,2,4,0,1,2.35,1.55,69,0,0,5
ancient,21.6666666666667,7,2,6,0,0,2.55,2.75,149,1,0,4
and,13387.8431372549,3,1,3,7,7,1.25,1,7,1,0,0
anecdote,1.07843137254902,8,3,7,0,0,3.55,3.65,108,0,0,1
anesthetic,1.33333333333333,10,4,9,0,0,3.05,3.65,63,0,0,3
angel,78.2745098039216,5,2,5,1,0,1.85,2.35,61,0,0,4
angels,14.5882352941176,6,2,6,0,0,2.05,2.55,109,0,0,4
anger,19.4313725490196,5,2,4,1,1,1.65,1.8,142,0,0,5
angle,14.921568627451,5,2,5,2,3,1.55,1.65,50,0,0,8
angles,3.2156862745098,6,2,6,1,1,1.8,1.85,296,0,0,8
angry,58.9803921568627,5,2,5,0,0,2,2.45,55,0,0,3
anguish,2.15686274509804,7,2,6,0,0,2.75,2.55,96,0,0,4
animal,45.4901960784314,6,3,6,0,0,2.45,2.45,102,0,0,2
animals,39.078431372549,7,3,7,0,0,2.7,2.8,97,0,0,1
animated,1.19607843137255,8,4,8,0,0,2.75,2.85,414,1,0,6
animation,1.2156862745098,9,4,8,0,0,2.85,2.45,330,0,0,6
ankle,8.01960784313725,5,2,5,1,2,1.85,1.85,42,0,0,1
ankles,4.29411764705882,6,2,6,1,2,2.05,1.85,291,0,0,1
anniversary,18.4117647058824,11,5,8,0,0,4.5,5.15,48,0,0,1
announce,9.76470588235294,8,2,5,0,0,2.5,1.95,122,0,0,4
announced,5.66666666666667,9,2,6,2,1,2.55,2.45,302,0,0,5
announcement,10.2941176470588,12,3,9,0,0,4,3.25,30,1,0,2
announcements,1.33333333333333,13,3,10,0,0,4.45,3.55,23,0,0,2
announcer,11.2549019607843,9,3,6,2,1,2.9,2.6,138,0,0,2
announces,1.13725490196078,9,3,7,2,1,2.85,2.45,172,0,0,4
announcing,2.49019607843137,10,3,7,0,1,3.2,2.4,297,0,0,4
annoy,2.50980392156863,5,2,3,0,0,1.95,1.85,26,0,0,1
annoyed,3.43137254901961,7,2,4,0,1,2.85,1.85,347,0,0,3
annoying,11.1176470588235,8,3,5,0,0,2.95,2.55,751,0,0,3
annual,7.19607843137255,6,3,6,0,0,2.5,2.5,79,0,0,4
annulment,1.49019607843137,9,3,8,0,0,3.7,2.95,148,0,0,3
anomaly,1.23529411764706,7,4,7,0,0,2.9,2.7,119,0,0,3
anonymous,8.41176470588235,9,4,8,0,0,3.65,3.25,90,0,0,2
another,509.21568627451,7,3,5,0,0,2.55,2.7,355,0,0,1
answer,176.196078431373,6,2,4,0,0,2.6,1.75,351,0,0,15
answered,15.1960784313725,8,2,5,0,1,2.8,1.9,415,0,0,10
