word,SUBTLwf,nLet,nSyll,nPhon,coltNOrth,coltNPhon,old20,pld20,posBigram,isHomograph,isHomophone,WNsensecount
investigation,29.2352941176471,13,5,12,0,0,3.1,4.1,165,0,0,2
investigations,2.07843137254902,14,5,13,0,0,3.45,4.7,47,0,0,2
investigative,1.6078431372549,13,5,12,0,1,3.75,4.4,129,0,0,1
investigator,6.09803921568627,12,5,11,0,0,3.4,3.85,81,0,0,3
investigators,2.68627450980392,13,5,12,0,0,3.85,4.35,98,0,0,3
investing,1.72549019607843,9,3,8,1,1,2.65,2.6,703,0,0,6
investment,9.74509803921569,10,3,10,0,0,3.35,2.95,221,1,0,6
investments,2.35294117647059,11,3,11,0,0,3.65,3.4,141,1,0,6
investor,1.27450980392157,8,3,7,1,1,2.5,2.45,209,0,0,1
investors,3.23529411764706,9,3,8,0,0,2.8,2.75,278,0,0,1
invincible,3.01960784313725,10,4,10,0,0,3.7,3.5,151,0,0,1
invisible,12.3529411764706,9,4,9,0,0,2.75,2.7,181,0,0,2
invitation,14.8823529411765,10,4,9,0,0,2.55,2.7,546,0,0,2
invitations,3.33333333333333,11,4,10,0,0,2.65,2.9,211,0,0,2
invite,29.5882352941176,6,2,5,0,1,2.1,1.85,121,0,0,9
invited,40.4705882352941,7,3,7,1,1,2.05,2.25,515,1,0,8
invites,2.13725490196078,7,2,6,1,1,2.25,2.5,400,0,0,9
inviting,7.19607843137255,8,3,7,0,0,2.6,2.55,944,0,0,9
invoice,1.03921568627451,7,2,5,0,0,2.65,2.45,109,0,0,2
invoke,1,6,2,5,0,0,2.35,2.3,59,0,0,3
involuntary,1.01960784313725,11,5,11,0,0,4.45,4.65,85,0,0,2
involve,6.47058823529412,7,2,6,0,0,2.55,2.5,87,0,0,7
involved,67.9411764705882,8,2,7,1,1,2.55,2.4,414,0,0,12
involvement,4.88235294117647,11,3,10,0,0,3.75,3.6,152,0,0,5
involves,5,8,2,7,1,1,2.65,2.5,270,0,0,7
involving,4,9,3,8,0,0,2.85,2.7,522,0,0,7
iodine,1.25490196078431,6,3,5,0,0,2.35,3.25,218,0,0,2
iris,5.29411764705882,4,2,4,1,1,1.85,1.85,23,1,0,3
iron,17.9411764705882,4,2,3,1,5,1.7,1.85,32,0,0,6
ironic,6.11764705882353,6,3,6,0,1,2.1,2.65,106,0,0,2
ironically,1.66666666666667,10,4,8,0,0,3.05,3.25,158,0,0,2
ironing,1.47058823529412,7,3,5,0,4,2.15,2.85,821,1,0,3
irons,1.86274509803922,5,2,4,1,3,1.85,2.1,113,0,0,6
irony,4.56862745098039,5,3,5,1,0,1.85,1.9,103,0,0,3
irrational,2.92156862745098,10,4,8,0,0,3.3,2.6,104,0,0,3
irregular,2.52941176470588,9,4,8,0,0,3.55,3.1,76,0,0,11
irrelevant,5.13725490196078,10,4,9,0,0,4.1,3.45,124,0,0,1
irresistible,3.23529411764706,12,5,11,0,0,4.25,3.9,64,0,0,2
irresponsible,4.64705882352941,13,5,12,0,0,4.35,4.15,30,0,0,1
irritable,1.45098039215686,9,4,8,0,0,2.75,2.5,131,0,0,3
irritated,1.37254901960784,9,4,8,0,0,2.7,3.2,440,0,0,4
irritating,2.17647058823529,10,4,8,0,1,2.85,3.15,516,0,0,6
is,9013,2,1,2,18,16,1.45,1,1,1,0,13
island,39.5686274509804,6,2,5,1,0,1.9,1.8,78,0,0,2
islands,4.50980392156863,7,2,6,0,0,2.5,2.35,83,0,0,2
isle,1.2156862745098,4,1,2,1,17,1.75,1,33,0,1,1
isolate,2.88235294117647,7,3,6,0,0,2.55,2.65,89,0,0,4
isolated,6.07843137254902,8,4,8,0,0,2.6,2.85,387,1,0,10
isolation,3.09803921568627,9,4,8,0,0,2.7,3.35,325,0,0,5
issue,34.1372549019608,5,2,3,0,0,2.05,1.7,16,0,0,16
issued,5.54901960784314,6,2,4,1,1,2.25,1.8,304,0,0,5
issues,18.7058823529412,6,2,4,1,1,2.15,1.75,216,0,0,16
it,18896.3137254902,2,1,2,18,19,1.15,1,1,1,0,1
itch,4.17647058823529,4,1,2,1,14,1.55,1.3,16,0,0,7
itches,1.19607843137255,6,2,4,1,0,1.8,1.75,232,1,0,7
itching,2.25490196078431,7,2,4,0,2,2.1,1.9,754,0,0,5
itchy,2.27450980392157,5,2,3,0,1,2.15,1.95,15,0,0,2
item,12.3137254901961,4,2,4,1,2,1.9,1.85,15,0,0,6
items,6.72549019607843,5,2,5,1,1,1.9,1.9,53,0,0,5
itinerary,1.66666666666667,9,5,8,0,0,3.7,5.35,183,0,0,3
its,171.705882352941,3,1,3,0,4,1.5,1.3,2,1,0,1
itself,39.7843137254902,6,2,6,0,0,2.85,3.5,60,0,0,0
ivory,1.3921568627451,5,3,4,0,1,2.3,2.15,68,1,0,2
ivy,3.37254901960784,3,2,3,1,1,1.95,1.85,2,0,0,1
jab,3.35294117647059,3,1,3,12,9,1.2,1.4,13,0,0,6
jackal,1.58823529411765,6,2,5,0,3,2.6,2.05,155,0,0,1
jackass,6.80392156862745,7,2,5,0,0,2.85,3.3,117,0,0,2
jacket,33.4117647058824,6,2,5,3,3,1.85,2,273,1,0,7
jackets,3.43137254901961,7,2,6,0,0,1.85,2.55,221,0,0,7
jackpot,3.70588235294118,7,2,6,0,0,2.9,3.7,86,0,0,2
jacks,3.3921568627451,5,1,4,5,15,1.7,1.85,128,0,0,15
jade,5.07843137254902,4,1,3,7,15,1.6,1.7,42,0,0,7
jaguar,2.37254901960784,6,2,6,0,0,2.85,3.85,63,0,0,1
jail,70.6274509803922,4,1,3,10,28,1.35,1.55,58,0,0,2
jailer,1.50980392156863,6,2,4,0,2,1.9,2,469,0,0,1
jam,13.5294117647059,3,1,3,19,23,1.2,1.4,20,0,0,11
jammed,7.27450980392157,6,1,4,0,2,1.9,1.75,354,0,0,8
jams,1.25490196078431,4,1,4,2,4,1.6,1.6,36,0,0,11
janitor,5.72549019607843,7,3,6,0,0,2.8,2.65,144,0,0,1
jar,8.31372549019608,3,1,3,17,15,1.2,1.45,18,0,0,8
jars,1.94117647058824,4,1,4,9,6,1.5,1.75,85,0,0,8
jasmine,5.45098039215686,7,2,6,0,0,2.85,3,485,1,0,1
jasper,4.52941176470588,6,2,5,1,1,2,2.7,424,0,0,1
jaw,7.13725490196078,3,1,2,12,13,1.4,1.65,13,0,0,7
jaws,2.6078431372549,4,1,3,5,9,1.55,1.7,27,0,0,7
jay,16.0980392156863,3,1,2,21,33,1.15,1.55,22,0,1,2
jazz,11.921568627451,4,1,3,0,10,1.95,1.55,19,0,0,5
jealous,38.2745098039216,7,2,5,0,1,2.75,2,192,0,0,2
jealousy,5.74509803921569,8,3,6,0,0,3.2,2.55,111,0,0,2
jeans,6.6078431372549,5,1,4,3,9,1.8,1.7,151,0,1,2
jeep,10.2745098039216,4,1,3,6,15,1.65,1.85,62,0,0,1
jelly,7.11764705882353,5,2,4,5,11,1.7,1.45,150,0,0,4
jellyfish,1.45098039215686,9,3,7,0,0,3.95,4.4,112,0,0,2
jeopardize,2.88235294117647,10,3,7,0,0,4.4,4.1,58,0,0,2
jeopardy,3.43137254901961,8,3,6,0,0,3.65,3.55,62,0,0,1
jerk,33.1372549019608,4,1,3,1,11,1.85,1.8,54,0,0,11
jerking,2.27450980392157,7,2,5,0,3,2,2.5,840,0,0,7
jerks,4.37254901960784,5,1,4,2,7,1.9,2,117,0,0,11
jerky,2.27450980392157,5,2,4,3,7,1.8,1.85,80,0,0,4
jersey,18.0980392156863,6,2,4,1,3,2.55,2.3,166,0,0,5
jest,1.33333333333333,4,1,4,11,19,1.45,1.65,62,0,0,4
jester,2.29411764705882,6,2,5,2,5,1.75,2.1,498,0,0,1
jet,14.1372549019608,3,1,3,14,17,1.25,1.5,16,0,0,9
jets,4.41176470588235,4,1,4,9,8,1.55,1.85,61,0,0,8
jewel,7.23529411764706,5,2,4,0,3,1.95,1.65,58,1,0,3
jeweler,1.03921568627451,7,3,5,0,1,2.6,2.45,317,1,0,2
jewelry,11.0588235294118,7,3,6,0,0,2.75,2.65,71,1,0,1
jewels,7.25490196078431,6,2,5,0,1,1.95,1.85,109,1,0,3
jiffy,1.56862745098039,5,2,4,0,2,2.5,1.95,28,0,0,1
jig,1.70588235294118,3,1,3,12,15,1.4,1.5,11,0,0,5
jiggle,1.2156862745098,6,2,5,4,3,1.7,1.85,189,0,0,2
jigsaw,1.86274509803922,6,2,5,0,0,2.95,3.5,48,0,0,2
jingle,5.05882352941176,6,2,6,5,4,1.6,2.05,194,0,0,3
jinx,4,4,1,5,1,3,1.95,1.9,56,0,0,4
jitters,1.29411764705882,7,2,5,0,0,1.7,1.95,357,0,0,3
jive,1.68627450980392,4,1,3,5,4,1.75,1.85,29,0,0,2
job,413,3,1,3,9,13,1.2,1.45,10,1,0,17
jobs,27.6078431372549,4,1,4,2,4,1.55,1.8,31,0,0,17
jock,8.96078431372549,4,1,3,8,23,1.5,1.3,71,0,0,2
jockey,4.84313725490196,6,2,4,1,9,1.95,1.8,249,0,0,5
jog,2.41176470588235,3,1,3,11,11,1.25,1.45,10,0,0,9
join,83.4313725490196,4,1,3,3,13,1.75,1.6,43,0,0,7
joined,16.4901960784314,6,1,4,0,2,1.9,1.8,400,0,0,7
joining,12.0392156862745,7,2,5,0,0,2,2.3,808,0,0,6
joins,1.64705882352941,5,1,4,4,7,1.75,1.7,132,0,0,7
joint,27.5490196078431,5,1,4,2,4,1.75,1.7,121,0,0,13
joints,3.82352941176471,6,1,5,1,1,1.85,2.25,152,0,0,10
joke,73.0196078431373,4,1,3,6,13,1.45,1.55,44,0,0,6
joker,4.56862745098039,5,2,4,2,2,1.75,1.95,159,0,0,4
jokers,1.01960784313725,6,2,5,0,0,1.9,2.55,162,0,0,4
jokes,20.3921568627451,5,1,4,3,7,1.65,1.8,202,0,0,6
joking,18.6078431372549,6,2,5,1,4,1.95,2,293,0,0,3
jolly,7.49019607843137,5,2,4,7,13,1.55,1.7,148,0,0,5
jolt,1.37254901960784,4,1,4,3,3,1.65,1.8,61,0,0,4
josh,20.3725490196078,4,1,3,3,8,1.75,1.65,62,0,0,1
journal,8.88235294117647,7,2,5,0,1,2.8,2.55,129,0,0,5
journalism,3.82352941176471,10,4,9,1,0,3.55,4.55,95,0,0,2
journalist,6.09803921568627,10,3,8,1,0,3.45,4.05,94,1,0,2
journalists,1.92156862745098,11,3,9,0,0,4,4.45,55,1,0,2
journals,1.7843137254902,8,2,6,0,0,3.15,2.85,112,0,0,5
journey,19.9411764705882,7,2,4,0,8,2.55,1.8,121,0,0,3
journeyed,1.13725490196078,9,2,5,0,0,3.45,2.6,269,0,0,2
joust,1.13725490196078,5,1,4,0,3,1.85,2.1,103,0,0,2
joy,28.5490196078431,3,1,2,8,14,1.35,1.75,9,0,0,4
joyful,1.49019607843137,6,2,5,0,0,2.85,2.8,28,0,0,2
joyous,1.35294117647059,6,2,4,0,0,2.8,2.2,59,0,0,1
joys,1.37254901960784,4,1,3,3,11,1.7,1.75,29,0,0,4
judge,79.6666666666667,5,1,3,3,5,1.7,1.85,71,0,0,7
judged,4.03921568627451,6,1,4,1,0,1.85,2.4,369,0,0,5
judgement,3.70588235294118,9,2,7,0,0,3.6,3.85,149,0,1,7
judges,8.35294117647059,6,2,5,1,1,1.9,2.8,281,0,0,8
judging,8.15686274509804,7,2,5,0,1,2.1,2.5,761,0,0,6
judgment,16.4509803921569,8,2,7,0,0,2.85,3.85,114,0,1,7
judicial,1.35294117647059,8,3,7,0,0,3.3,3.65,160,0,0,4
jug,2.62745098039216,3,1,3,12,13,1.5,1.7,11,0,0,4
juggle,1.45098039215686,6,2,5,2,1,1.85,2,174,0,0,7
juggling,1.7843137254902,8,3,7,0,0,2.35,2.6,794,1,0,7
jugular,1.3921568627451,7,3,7,0,0,2.75,3.65,60,0,0,3
juice,26.8823529411765,5,1,3,1,14,1.9,1.55,83,0,0,4
juices,1.09803921568627,6,2,5,0,1,2.15,2.4,253,1,0,4
juicy,4.29411764705882,5,2,4,1,3,2.4,1.7,61,0,0,4
jukebox,2.27450980392157,7,2,7,0,0,3.75,4,31,0,0,1
jumbo,2.82352941176471,5,2,5,3,1,2.3,2.7,57,0,0,1
jump,69.8235294117647,4,1,4,7,9,1.6,1.8,43,0,0,21
jumped,21.1372549019608,6,1,5,4,6,1.7,1.85,392,0,0,15
jumper,2.29411764705882,6,2,5,2,5,1.9,2.5,433,0,0,8
jumping,14.2745098039216,7,2,6,4,4,2,2.25,804,0,0,17
jumps,4.96078431372549,5,1,5,6,8,1.65,1.9,90,0,0,21
jumpy,3.09803921568627,5,2,5,3,5,1.75,1.9,57,0,0,2
junction,2.94117647058824,8,2,7,1,1,2.5,2.85,301,0,0,5
jungle,22.5686274509804,6,2,6,2,1,1.75,2.25,191,0,0,3
junior,35.7843137254902,6,2,5,0,0,2.55,2.5,125,0,1,7
junk,15.3725490196078,4,1,4,7,8,1.5,1.8,66,0,0,3
junkie,5.19607843137255,6,2,5,0,3,2.4,1.85,111,0,0,2
junkies,2.07843137254902,7,2,6,0,1,2.7,2.75,362,0,0,4
juries,1.56862745098039,6,2,5,0,1,1.9,2.4,319,0,0,2
jurisdiction,5.31372549019608,12,4,11,0,0,4.55,5.35,196,1,0,2
juror,2.56862745098039,5,2,4,0,3,2.15,2.25,77,0,0,1
jurors,2.49019607843137,6,2,5,0,1,2.45,2.65,193,0,0,1
jury,42.7647058823529,4,2,4,4,2,1.8,1.85,43,0,0,2
just,4749.13725490196,4,1,4,6,8,1.55,1.8,69,1,0,10
justice,37.4509803921569,7,2,6,0,0,2.6,2.45,233,1,0,4
justified,2.47058823529412,9,3,8,0,0,2.85,3.6,371,0,0,6
justify,5.01960784313725,7,3,7,0,0,2.7,3.65,201,0,0,5
juvenile,5.11764705882353,8,3,7,0,0,3.85,3.55,160,1,0,3
kaiser,1.56862745098039,6,2,4,0,1,1.95,1.7,423,0,0,1
kamikaze,1.33333333333333,8,4,8,0,0,3.9,4.55,56,0,0,2
kangaroo,2.31372549019608,8,3,6,0,0,3.9,4.25,96,0,0,1
kappa,1.03921568627451,5,2,4,0,2,2.55,1.85,26,0,0,1
karate,7.56862745098039,6,3,5,0,0,2,2.95,177,0,0,1
karma,3.45098039215686,5,2,5,0,0,2,1.85,85,0,0,1
keel,1.19607843137255,4,1,3,6,25,1.6,1,65,0,0,4
keen,4.47058823529412,4,1,3,6,29,1.7,1,68,0,0,7
keep,702.862745098039,4,1,3,9,20,1.5,1,61,0,0,25
keeper,4.07843137254902,6,2,4,3,9,1.9,1.7,400,0,0,2
keeping,51.1372549019608,7,2,5,3,5,1.8,1.6,787,0,0,25
keeps,52.5686274509804,5,1,4,1,7,1.85,1.4,81,0,0,25
keg,3.43137254901961,3,1,3,7,8,1.6,1.55,9,0,0,2
kelp,1.23529411764706,4,1,4,3,3,1.85,1.8,36,0,0,1
kennel,1.11764705882353,6,2,5,0,2,2.35,1.9,179,0,0,2
kept,89.3921568627451,4,1,4,2,5,1.9,1.55,13,1,0,23
kerosene,1.29411764705882,8,3,7,0,0,3.8,2.95,135,0,0,1
ketchup,6.07843137254902,7,2,5,0,0,3.1,2.9,119,0,0,1
kettle,2.80392156862745,6,2,5,1,4,1.85,1.3,201,0,0,4
key,86.8627450980392,3,1,2,4,55,1.8,1,5,0,0,21
keyboard,1.80392156862745,8,2,6,0,1,3.25,2.8,74,0,0,2
keyhole,1.03921568627451,7,2,5,0,0,3.05,2.75,71,0,0,1
keys,51,4,1,3,0,18,1.9,1,23,0,0,20
khan,3.88235294117647,4,1,3,5,32,1.95,1,45,0,1,2
kick,73.4117647058823,4,1,3,11,30,1.45,1,73,0,0,14
kicked,30.5686274509804,6,1,4,6,8,1.7,1.35,493,0,0,8
kicker,1.05882352941176,6,2,4,3,9,1.7,1.3,534,0,0,1
kicking,15.5882352941176,7,2,5,3,7,1.85,1.6,854,0,0,10
kickoff,1.03921568627451,7,2,5,0,0,3.3,2.8,96,0,0,3
kicks,8.11764705882353,5,1,4,5,19,1.8,1.2,120,0,0,14
kid,339.196078431373,3,1,3,11,18,1.4,1,13,0,0,7
kidding,133.764705882353,7,2,5,1,4,1.85,1.3,808,0,0,2
kidnap,6.49019607843137,6,2,6,0,0,2.95,2.8,50,0,0,1
kidnapped,16.3921568627451,9,2,7,1,1,3.55,2.95,256,0,0,1
kidnapper,4.03921568627451,9,3,7,1,1,3.5,4,92,0,0,1
kidnappers,3.13725490196078,10,3,8,0,0,4,3.8,73,0,0,1
kidnapping,12.0980392156863,10,3,8,0,0,3.75,4.2,270,0,0,2
kidney,9.68627450980392,6,2,5,1,2,2.45,1.85,152,0,0,1
kidneys,4.2156862745098,7,2,6,0,0,2.8,2.55,70,0,0,1
kids,301.098039215686,4,1,4,4,5,1.6,1.65,41,0,0,7
kill,452.56862745098,4,1,3,11,31,1.2,1,82,0,0,17
killed,290.039215686275,6,1,4,2,10,1.7,1.1,453,0,0,15
killer,62.8627450980392,6,2,4,2,12,1.75,1.4,494,0,0,4
killers,11.3137254901961,7,2,5,0,2,2.3,1.65,361,0,0,4
killing,77.7450980392157,7,2,5,3,10,1.7,1.3,886,0,0,19
kills,19.9019607843137,5,1,4,8,16,1.5,1,160,0,0,17
kilo,1.56862745098039,4,2,4,3,6,1.8,1.85,50,0,0,1
kilometers,3.05882352941176,10,4,9,0,0,3.9,3.5,103,1,0,1
kimono,1.07843137254902,6,3,6,0,0,2.9,2.9,76,0,0,1
kin,4.27450980392157,3,1,3,20,41,1.05,1,21,0,0,3
kind,590.686274509804,4,1,4,6,9,1.45,1.35,83,0,0,4
kinder,1.07843137254902,6,2,5,1,4,1.6,1.65,469,0,0,3
kindergarten,3.82352941176471,12,4,11,0,0,5.45,5.85,45,0,0,1
kindest,1.37254901960784,7,2,7,0,0,2.4,2.65,235,0,0,3
kindly,10.5490196078431,6,2,6,0,0,2.15,2.5,183,0,0,3
kindness,9.01960784313725,8,2,7,0,0,2.5,2.55,194,0,0,3
kinds,21.9803921568627,5,1,5,5,3,1.65,1.75,133,1,0,1
king,129.254901960784,4,1,3,16,29,1.5,1,107,0,0,10
kingdom,15.4313725490196,7,2,6,0,0,2.9,2.8,97,0,0,6
kingpin,1,7,2,6,0,0,2.95,3.3,109,0,0,3
kings,8.96078431372549,5,1,4,5,7,1.75,1.5,103,0,0,10
kinky,2.98039215686275,5,2,5,2,3,1.85,1.8,106,0,0,3
kiss,121.156862745098,4,1,3,4,18,1.75,1.15,51,0,0,6
kissed,28.5098039215686,6,1,4,4,13,1.8,1.15,404,0,0,2
kisser,3.41176470588235,6,2,4,2,3,1.95,1.8,445,0,0,2
kisses,7.80392156862745,6,2,5,4,2,1.85,1.85,316,1,0,6
kissing,23.3137254901961,7,2,5,3,7,1.9,1.65,854,0,0,3
kit,17.6470588235294,3,1,3,15,29,1.2,1,16,0,0,4
kitchen,58.3137254901961,7,2,5,0,1,2.4,2.15,225,0,0,1
kite,2.29411764705882,4,1,3,5,25,1.6,1,51,0,0,8
kits,1.03921568627451,4,1,4,10,14,1.3,1.05,68,0,0,4
kitten,4.72549019607843,6,2,5,1,5,1.85,1.75,234,0,0,2
kittens,1.6078431372549,7,2,6,1,2,2.2,1.9,233,0,0,2
kitty,26.7058823529412,5,2,4,3,6,1.9,1.55,84,0,0,4
knack,2.49019607843137,5,1,3,2,30,1.9,1,82,0,0,1
knee,14.6862745098039,4,1,2,1,52,1.8,1,19,0,1,3
kneel,5.33333333333333,5,1,3,1,20,1.8,1,74,0,1,2
kneeling,1.05882352941176,8,2,5,0,7,2.45,1.55,828,0,0,2
knees,25.8823529411765,5,1,3,1,23,1.85,1,198,0,0,3
knew,368.960784313725,4,1,2,2,47,1.8,1,23,1,1,11
knickers,1.27450980392157,8,2,5,0,1,2.7,1.95,203,0,0,2
knife,46.8039215686275,5,1,3,0,8,2.15,1.5,26,0,0,4
knight,26.7647058823529,6,1,3,0,28,1.9,1,64,0,1,3
knights,7.52941176470588,7,1,4,0,15,2.25,1.35,117,0,1,3
knit,1.90196078431373,4,1,3,2,26,1.85,1,25,0,0,6
knitting,2.25490196078431,8,2,5,0,4,2.4,1.45,877,0,0,5
knives,6.92156862745098,6,1,4,0,7,2.3,1.75,257,0,0,3
knob,2.45098039215686,4,1,3,4,13,1.8,1.05,19,0,0,4
knobs,1.03921568627451,5,1,4,2,2,1.8,1.6,37,0,0,4
knock,64.6862745098039,5,1,3,1,25,1.9,1,70,0,0,11
knocked,24.7254901960784,7,1,4,0,8,2,1.4,410,0,0,6
knocking,14.8823529411765,8,2,5,0,5,2.3,1.65,776,0,0,7
knockout,3.33333333333333,8,2,5,0,0,3.35,2.65,84,0,0,3
knocks,4.01960784313725,6,1,4,0,17,1.95,1.25,83,0,1,11
knot,3.68627450980392,4,1,3,5,27,1.7,1,31,0,1,10
knots,5.58823529411765,5,1,4,2,13,1.85,1.25,117,0,0,10
know,5721.17647058824,4,1,2,5,43,1.65,1,28,0,1,12
knowing,45.2352941176471,7,2,4,1,5,1.95,1.45,761,0,0,16
knowledge,25.5294117647059,9,2,5,0,0,3.8,2.6,38,1,0,1
known,123.529411764706,5,1,3,1,24,1.9,1,53,0,0,12
knows,244.941176470588,5,1,3,4,16,1.75,1,53,0,1,12
knuckle,1.29411764705882,7,2,5,0,3,2.6,1.7,103,0,0,3
knuckles,3.45098039215686,8,2,6,0,2,2.7,1.8,215,0,0,4
kosher,2.68627450980392,6,2,4,0,0,2.2,2,403,0,0,3
kraut,1.54901960784314,5,1,4,0,6,1.95,1.45,90,0,0,1
lab,39.6078431372549,3,1,3,18,18,1.15,1,20,0,0,1
label,6.88235294117647,5,2,5,1,4,1.8,1.45,85,0,0,9
labeled,1.41176470588235,7,2,6,0,1,2.35,1.75,452,0,0,6
labels,1.94117647058824,6,2,6,0,3,1.9,1.55,132,0,0,9
labor,12.1764705882353,5,2,4,0,3,1.95,1.5,74,0,1,10
laboratory,6.49019607843137,10,4,9,0,0,3.7,3.5,146,0,0,2
lace,3.70588235294118,4,1,3,11,27,1.1,1,66,0,0,7
laced,1.09803921568627,5,1,4,3,18,1.6,1,143,0,0,7
laceration,1.17647058823529,10,4,8,0,0,2.7,2.75,539,0,0,2
lacerations,1.66666666666667,11,4,9,0,0,3.1,3.3,212,0,0,2
lack,17.7450980392157,4,1,3,15,39,1,1,97,0,1,2
lacked,1.27450980392157,6,1,4,7,18,1.45,1,509,0,0,1
lacking,2.52941176470588,7,2,5,5,11,1.5,1.2,851,0,0,3
lacks,2.09803921568627,5,1,4,6,21,1.4,1,150,0,1,2
lacrosse,1.03921568627451,8,2,6,0,0,3.35,2.75,104,0,0,1
lad,14.4313725490196,3,1,3,24,30,1,1,24,0,0,2
ladder,9.25490196078431,6,2,4,1,5,1.7,1,450,0,0,4
laden,1.62745098039216,5,2,5,0,1,1.95,1.9,108,0,0,6
ladies,138.313725490196,6,2,5,0,1,2,1.85,288,0,0,3
lads,8.41176470588235,4,1,4,9,8,1.2,1.35,58,0,0,2
lady,217.078431372549,4,2,4,3,4,1.75,1.4,47,0,0,3
lag,1.47058823529412,3,1,3,25,26,1,1,24,0,0,7
lagoon,1.58823529411765,6,2,5,0,0,2.45,2.3,142,0,0,1
laid,29.9411764705882,4,1,3,7,27,1.3,1,67,0,0,6
lair,2.41176470588235,4,1,3,4,33,1.5,1,64,0,0,1
laird,1.17647058823529,5,1,4,0,8,1.8,1.1,86,0,0,1
lake,36,4,1,3,15,29,1.05,1,65,0,0,3
lakes,2.05882352941176,5,1,4,8,15,1.5,1.2,226,0,0,3
lamb,10.6274509803922,4,1,3,4,29,1.65,1,53,0,1,6
lambs,1.66666666666667,5,1,4,2,5,1.85,1.4,75,0,0,6
lame,10.921568627451,4,1,3,15,21,1.1,1,63,0,0,5
lamp,12.8823529411765,4,1,4,8,7,1.3,1.35,63,0,0,2
